ATM,70
card,37
bank,33
machine,24
money,20
account,19
transaction,18
cash,17
deposit,12
number,10
pin,10
fee,9
balance,9
touch,7
press,7
amount,7
debit,7
customer,7
receipt,6
network,6
checking,6
identification,6
banking,6
computer,5
way,5
screen,5
envelope,5
check,5
information,5
credit,5
time,5
institution,5
slot,4
day,4
language,4
area,4
people,4
option,4
chip,4
transfer,4
order,4
withdrawal,4
payment,4
processing,3
fraud,3
keypad,3
car,3
type,3
hand,3
branch,3
limit,3
bill,3
device,3
fund,3
use,3
phone,3
teller,3
variety,3
term,3
user,2
strip,2
code,2
savings,2
checkbook,2
station,2
security,2
Select,2
choice,2
example,2
camera,2
Mobile,2
Chase,2
service,2
process,2
United,2
States,2
English,2
corner,2
rate,2
country,2
currency,2
name,2
Canada,2
ABM,2
insert,1
plastic,1
modem,1
smartphone,1
method,1
palm,1
fingerprint,1
access,1
internationalization,1
advance,1
Chemical,1
Rockville,1
Centre,1
N.Y.,1
package,1
sum,1
website,1
child,1
drive-through,1
diagram,1
direction,1
U.S.,1
Spanish,1
menu,1
increment,1
message,1
idea,1
wallet,1
chance,1
business,1
hour,1
problem,1
opportunity,1
feature,1
walk,1
track,1
tax,1
purpose,1
one,1
shoulder,1
airport,1
bus,1
train,1
person,1
thief,1
video,1
surveillance,1
night,1
visit,1
week,1
gas,1
grocery,1
convenience,1
store,1
kiosk,1
reading,1
outside,1
theft,1
withdraw,1
safety,1
procedure,1
target,1
robbery,1
crime,1
guard,1
Devices,1
skimmer,1
signal,1
something,1
case,1
interest,1
side,1
tourist,1
distance,1
change,1
addition,1
reader,1
password,1
pad,1
onlooker,1
criminal,1
digit,1
note,1
length,1
set,1
typing,1
slip,1
instruction,1
detail,1
envelop,1
location,1
sheet,1
paper,1
session,1
cut,1
x,1
hurry,1
belongings,1
cell,1
everything,1
telecommunications,1
inquiry,1
need,1
interaction,1
staff,1
organization,1
cashpoint,1
hole,1
wall,1
cashline,1
nibank,1
tyme,1
dispenser,1
bankomat,1
bancomat,1
sign,1
organisation,1
exchange,1
authentication,1
database,1
Industry,1
Association,1
ATMIA,1
increase,1
system,1
